Word,Classification
एंग्जाइटी,incorrect spelling
मनोदशा,correct spelling
झुठ,incorrect spelling
जवाहर,correct spelling
चढ़ना,incorrect spelling
बेसी,incorrect spelling
इव,correct spelling
दुखा,correct spelling
बाॅडी,incorrect spelling
"लगेंगे,",incorrect spelling
छुपकर,incorrect spelling
एई,correct spelling
रेम,correct spelling
वैष्णव,correct spelling
50000,incorrect spelling
ट्रेजेडी,correct spelling
चुल,correct spelling
सुनार,correct spelling
हटाकर,incorrect spelling
दिवाले,incorrect spelling
व-,incorrect spelling
एकाएक,correct spelling
ढोकले,incorrect spelling
अच्छे-,incorrect spelling
सॉरी।,incorrect spelling
पी_एम,incorrect spelling
बरातियों,correct spelling
कन्फ्यूजिंग,incorrect spelling
बैटे,incorrect spelling
काइंडनेस,incorrect spelling
दे.,correct spelling
इन्वॉल्व्ड,incorrect spelling
ट्वेलथ,incorrect spelling
बेजा,correct spelling
स्पंजी,incorrect spelling
रिटर्न्स,correct spelling
भाभियों,incorrect spelling
तकिए,incorrect spelling
छुरी,correct spelling
यू_ए_ई,incorrect spelling
सटे,incorrect spelling
बथुआ,correct spelling
आतिशबाजी,correct spelling
एक्सपी,correct spelling
रशिया,correct spelling
हो!,incorrect spelling
थटी,incorrect spelling
अरली,incorrect spelling
भौकाल,incorrect spelling
बुर,correct spelling
चिजो,incorrect spelling
विश्लेषण,correct spelling
दसों,incorrect spelling
नाइट्स,incorrect spelling
उना,incorrect spelling
फेसिलिटी,incorrect spelling
अड्डे,incorrect spelling
"इसका,",incorrect spelling
परिस्थितिया,incorrect spelling
वेड,correct spelling
विख्यात,correct spelling
किरकिरा,correct spelling
केसी,incorrect spelling
झपकी,correct spelling
मूविया,incorrect spelling
औलाद,correct spelling
",मेरा",incorrect spelling
टेड़ी,correct spelling
कैजुअली,incorrect spelling
जागी,incorrect spelling
आजमानी,incorrect spelling
सिला,correct spelling
हेय,correct spelling
अपन।,incorrect spelling
रेशियो,correct spelling
सीकरी,incorrect spelling
"सिखाया,",incorrect spelling
मॉमोज,incorrect spelling
करकट,correct spelling
आस्मान,correct spelling
फुल्के,incorrect spelling
कमर्शियल,correct spelling
ऋषभ,correct spelling
एफोर्ड,incorrect spelling
महीनो,incorrect spelling
कवच,correct spelling
लक्ष्मीबाई,correct spelling
बिदा,correct spelling
"है,उस",incorrect spelling
आलस्य,correct spelling
विरुद्ध,correct spelling
दूम,incorrect spelling
नंद,correct spelling
"है,आपकी",incorrect spelling
एक्सपीरियस,incorrect spelling
"मोबाइल,",incorrect spelling
सर्कस,correct spelling
शीश,correct spelling
पाइपलाइन,correct spelling
भाइ,correct spelling
वाज़,correct spelling
चिड़चिड़े,incorrect spelling
डिसीप्लिन,correct spelling
इंसेंटिव,incorrect spelling
करुं,incorrect spelling
थकेंगे,incorrect spelling
अर्पित,correct spelling
अंदर.,incorrect spelling
सोंठ,correct spelling
सराहनाओं,incorrect spelling
ढूंढें,incorrect spelling
सिख्षा,incorrect spelling
कैलरी,correct spelling
जानिए,incorrect spelling
नग,correct spelling
फ्रें,incorrect spelling
",।",incorrect spelling
कहीं-,incorrect spelling
हराम,correct spelling
बुलाओगे,incorrect spelling
कोशी,incorrect spelling
जगती,correct spelling
"पाएं,",incorrect spelling
हमन,incorrect spelling
लड़किया,incorrect spelling
फ्लैक्स,correct spelling
करोडों,incorrect spelling
महँगे,incorrect spelling
आपुन,incorrect spelling
",कौन",incorrect spelling
लूक,correct spelling
कैटरीना,correct spelling
अकार्डिंग,incorrect spelling
मिसमैच,incorrect spelling
"भई,",incorrect spelling
ज्वेलरीज,incorrect spelling
जब.,incorrect spelling
पहुंचें,incorrect spelling
मल्होत्रा,incorrect spelling
बिसिकली,incorrect spelling
बुज,incorrect spelling
जीएं,incorrect spelling
वहम,correct spelling
स।,incorrect spelling
रेसेपी,incorrect spelling
मत।,incorrect spelling
गार्ड्स,incorrect spelling
चहता,incorrect spelling
दाड़ी,incorrect spelling
बोलना।,incorrect spelling
सकता.,incorrect spelling
याग्निक,incorrect spelling
स्वीच,incorrect spelling
सुखाते,incorrect spelling
दोस्ता,incorrect spelling
प्रस,incorrect spelling
मैसे,incorrect spelling
वूमने,incorrect spelling
दीवा,incorrect spelling
अट्ठाइस,correct spelling
बसना,incorrect spelling
उत्तर:,incorrect spelling
अनुरोध,correct spelling
मियां,correct spelling
सुनिधि,incorrect spelling
खाऊ,correct spelling
नियति,correct spelling
अग्रेशन,incorrect spelling
अतना,incorrect spelling
लिखाते,incorrect spelling
जागर,correct spelling
मान्यताओं,incorrect spelling
हाउसेस,incorrect spelling
गुड।,incorrect spelling
माॅल,incorrect spelling
फेथ,incorrect spelling
बरसे,incorrect spelling
सताया,correct spelling
सालासर,incorrect spelling
बनवाती,incorrect spelling
एकादशी,incorrect spelling
पंछियों,incorrect spelling
इकनॉमी,incorrect spelling
"चाय,",incorrect spelling
रखूँगी,incorrect spelling
रशियन,correct spelling
सुच,correct spelling
"सोचना,",incorrect spelling
हेजीटेशन,incorrect spelling
नार,correct spelling
यस.,incorrect spelling
हस्की,correct spelling
माबाप,incorrect spelling
चौ,correct spelling
बाइबल,correct spelling
पाटेकर,incorrect spelling
कंटेनर,correct spelling
कार्यकर्म,incorrect spelling
लका,incorrect spelling
",मेरी",incorrect spelling
चुनूंगी,incorrect spelling
पढ़ाइए,incorrect spelling
उक,correct spelling
बनवानी,incorrect spelling
",दो",incorrect spelling
वेकेशंस,incorrect spelling
डिस्ट्रेक्शन,incorrect spelling
"टेंशन,",incorrect spelling
व्यावसायिक,correct spelling
मुरझा,correct spelling
मांगनी,incorrect spelling
बिट्स,correct spelling
सो।,incorrect spelling
काउंसिलिंग,incorrect spelling
परिपेक्ष,incorrect spelling
घुमेंगे,incorrect spelling
",हांजी",incorrect spelling
पूजी,correct spelling
क्वाइट,incorrect spelling
बतलाते,incorrect spelling
वोल्टेज,incorrect spelling
लूँ।,incorrect spelling
एस_आई_पी,incorrect spelling
मुश्किलात,incorrect spelling
सिचुवेशन,incorrect spelling
योरसेल्फ,incorrect spelling
वाइव्स,incorrect spelling
टूक,correct spelling
बूस्टर,correct spelling
हिन्दुस्तान,correct spelling
सलीके,incorrect spelling
पढूंगा,incorrect spelling
"है,अभी",incorrect spelling
चैट्स,incorrect spelling
उठाएगी,incorrect spelling
